quarter,manufacturer,registrations
2020-04-01,G.K. Rickshaw,3909
2020-07-01,G.K. Rickshaw,11805
2020-10-01,G.K. Rickshaw,14693
2021-01-01,G.K. Rickshaw,6561
2021-04-01,G.K. Rickshaw,2144
2021-07-01,G.K. Rickshaw,3733
2021-10-01,G.K. Rickshaw,4611
2022-01-01,G.K. Rickshaw,5790
2022-04-01,G.K. Rickshaw,5569
2022-07-01,G.K. Rickshaw,6341
2022-10-01,G.K. Rickshaw,7226
2023-01-01,G.K. Rickshaw,3837
2023-04-01,G.K. Rickshaw,4345
2023-07-01,G.K. Rickshaw,4785
2023-10-01,G.K. Rickshaw,4137
2024-01-01,G.K. Rickshaw,2383
2024-04-01,G.K. Rickshaw,1565
2022-04-01,G.R. Agro Industries,5
2019-01-01,G.k. Rickshaw,370
2019-04-01,G.k. Rickshaw,311
2019-07-01,G.k. Rickshaw,632
2019-10-01,G.k. Rickshaw,897
2023-04-01,Gagan Automotives,70
2023-07-01,Gagan Automotives,631
2023-10-01,Gagan Automotives,540
2024-01-01,Gagan Automotives,478
2024-04-01,Gagan Automotives,245
2019-01-01,Gahir Agricultural Industries,1
2019-04-01,Gahir Agricultural Industries,2
2019-07-01,Gahir Agricultural Industries,6
2019-10-01,Gahir Agricultural Industries,7
2020-01-01,Gahir Agricultural Industries,140
2020-04-01,Gahir Agricultural Industries,47
2020-07-01,Gahir Agricultural Industries,141
2020-10-01,Gahir Agricultural Industries,43
2021-01-01,Gahir Agricultural Industries,78
2021-04-01,Gahir Agricultural Industries,46
2021-07-01,Gahir Agricultural Industries,52
2021-10-01,Gahir Agricultural Industries,32
2022-01-01,Gahir Agricultural Industries,62
2022-04-01,Gahir Agricultural Industries,17
2022-07-01,Gahir Agricultural Industries,52
2022-10-01,Gahir Agricultural Industries,5
2023-01-01,Gahir Agricultural Industries,33
2023-04-01,Gahir Agricultural Industries,57
2023-10-01,Gahir Agricultural Industries,24
2024-01-01,Gahir Agricultural Industries,12
2024-04-01,Gahir Agricultural Industries,14
2019-04-01,Gahir Agro Industries Limited,1
2024-01-01,Gahir Agro Industries Limited,24
2023-01-01,Gaia International (Importer: New Energy Wagon),3
2023-07-01,Galvanic Auto Pvt Ltd,534
2023-10-01,Galvanic Auto Pvt Ltd,30
2024-01-01,Galvanic Auto Pvt Ltd,10
2024-04-01,Galvanic Auto Pvt Ltd,26
2019-04-01,Gamzen Infrastructure Pvt Ltd,2
2020-01-01,Gamzen Infrastructure Pvt Ltd,20
2020-04-01,Gamzen Infrastructure Pvt Ltd,1
2021-01-01,Gamzen Infrastructure Pvt Ltd,7
2021-04-01,Gamzen Infrastructure Pvt Ltd,1
2019-07-01,Gamzen Plast Pvt Ltd,6
2020-01-01,Gamzen Plast Pvt Ltd,40
2020-04-01,Gamzen Plast Pvt Ltd,2
2021-01-01,Gamzen Plast Pvt Ltd,6
2021-10-01,Gamzen Plast Pvt Ltd,34
2022-04-01,Gamzen Plast Pvt Ltd,5
2022-10-01,Gamzen Plast Pvt Ltd,12
2023-01-01,Gamzen Plast Pvt Ltd,9
2023-07-01,Gamzen Plast Pvt Ltd,15
2020-01-01,"Ganapati Serv&Fab Unit,Bhptna",100
2020-04-01,"Ganapati Serv&Fab Unit,Bhptna",40
2020-07-01,"Ganapati Serv&Fab Unit,Bhptna",2
2021-01-01,"Ganapati Serv&Fab Unit,Bhptna",1
2021-07-01,"Ganapati Serv&Fab Unit,Bhptna",4
2021-10-01,"Ganapati Serv&Fab Unit,Bhptna",1
2019-10-01,"Ganapati Serv&fab Unit,bhptna",6
2019-01-01,Ganesh Agro Industries,40
2019-04-01,Ganesh Agro Industries,26
2019-07-01,Ganesh Agro Industries,20
2019-10-01,Ganesh Agro Industries,44
2020-01-01,Ganesh Agro Industries,100
2020-04-01,Ganesh Agro Industries,61
2020-07-01,Ganesh Agro Industries,43
2020-10-01,Ganesh Agro Industries,1
2021-01-01,Ganesh Agro Industries,199
2021-04-01,Ganesh Agro Industries,59
2021-07-01,Ganesh Agro Industries,94
2021-10-01,Ganesh Agro Industries,116
2022-01-01,Ganesh Agro Industries,49
2022-04-01,Ganesh Agro Industries,96
2022-07-01,Ganesh Agro Industries,58
2022-10-01,Ganesh Agro Industries,65
2023-01-01,Ganesh Agro Industries,69
2023-04-01,Ganesh Agro Industries,6
2023-07-01,Ganesh Agro Industries,30
2023-10-01,Ganesh Agro Industries,12
2024-01-01,Ganesh Agro Industries,16
2024-04-01,Ganesh Agro Industries,4
2019-10-01,Gani Automobile Industries,5
2023-04-01,Garima Industries,18
2023-07-01,Garima Industries,33
2024-01-01,Gaura Electric Vehicles Pvt Ltd,68
2024-04-01,Gaura Electric Vehicles Pvt Ltd,86
2019-01-01,Gauri Auto India Pvt. Ltd,13
2019-04-01,Gauri Auto India Pvt. Ltd,2
2019-07-01,Gauri Auto India Pvt. Ltd,7
2019-10-01,Gauri Auto India Pvt. Ltd,29
2020-01-01,Gauri Auto India Pvt. Ltd,238
2020-04-01,Gauri Auto India Pvt. Ltd,126
2020-07-01,Gauri Auto India Pvt. Ltd,1
2021-01-01,Gauri Auto India Pvt. Ltd,21
2021-04-01,Gauri Auto India Pvt. Ltd,5
2021-07-01,Gauri Auto India Pvt. Ltd,8
2021-10-01,Gauri Auto India Pvt. Ltd,2
2022-01-01,Gauri Auto India Pvt. Ltd,5
2022-04-01,Gauri Auto India Pvt. Ltd,1
2022-07-01,Gauri Auto India Pvt. Ltd,24
2022-10-01,Gauri Auto India Pvt. Ltd,30
2023-10-01,Gauri Auto India Pvt. Ltd,3
2019-01-01,Gautam Agro Industries,2
2019-04-01,Gautam Agro Industries,5
2019-07-01,Gautam Agro Industries,1
2020-01-01,Gautam Agro Industries,20
2020-07-01,Gautam Agro Industries,59
2020-10-01,Gautam Agro Industries,22
2021-01-01,Gautam Agro Industries,3
2021-04-01,Gautam Agro Industries,18
2022-01-01,Gautam Agro Industries,13
2022-04-01,Gautam Agro Industries,34
2022-07-01,Gautam Agro Industries,28
2022-10-01,Gautam Agro Industries,11
2023-01-01,Gautam Agro Industries,12
2023-04-01,Gautam Agro Industries,6
2024-01-01,Gautam Agro Industries,16
2019-10-01,Gayam Motor Works Private Limited,10
2020-01-01,Gayam Motor Works Private Limited,240
2020-04-01,Gayam Motor Works Private Limited,330
2020-07-01,Gayam Motor Works Private Limited,19
2021-01-01,Gayam Motor Works Private Limited,69
2021-04-01,Gayam Motor Works Private Limited,121
2021-07-01,Gayam Motor Works Private Limited,128
2021-10-01,Gayam Motor Works Private Limited,66
2019-01-01,Gayatri Agro Industries,22
2019-04-01,Gayatri Agro Industries,7
2019-07-01,Gayatri Agro Industries,1
2019-01-01,Gayatri Electric Vehicles,33
2019-04-01,Gayatri Electric Vehicles,34
2019-07-01,Gayatri Electric Vehicles,64
2019-10-01,Gayatri Electric Vehicles,58
2020-01-01,Gayatri Electric Vehicles,740
2020-04-01,Gayatri Electric Vehicles,261
2020-07-01,Gayatri Electric Vehicles,226
2020-10-01,Gayatri Electric Vehicles,387
2021-01-01,Gayatri Electric Vehicles,570
2021-04-01,Gayatri Electric Vehicles,57
2021-07-01,Gayatri Electric Vehicles,532
2021-10-01,Gayatri Electric Vehicles,1766
2022-01-01,Gayatri Electric Vehicles,1583
2022-04-01,Gayatri Electric Vehicles,2444
2022-07-01,Gayatri Electric Vehicles,3924
2022-10-01,Gayatri Electric Vehicles,4092
2023-01-01,Gayatri Electric Vehicles,2118
2023-04-01,Gayatri Electric Vehicles,2031
2023-07-01,Gayatri Electric Vehicles,2169
2023-10-01,Gayatri Electric Vehicles,2561
2024-01-01,Gayatri Electric Vehicles,1321
2024-04-01,Gayatri Electric Vehicles,810
2021-01-01,Geetanjali Steel Works,2
2021-07-01,Geetanjali Steel Works,8
2021-10-01,Geetanjali Steel Works,2
2022-01-01,Geetanjali Steel Works,13
2019-07-01,General Agencies(Kolkata) Pvt Ltd,3
2019-10-01,General Agencies(Kolkata) Pvt Ltd,6
2020-10-01,General Agencies(Kolkata) Pvt Ltd,19
2019-01-01,General Motors India Pvt Ltd,58
2019-04-01,General Motors India Pvt Ltd,46
2019-07-01,General Motors India Pvt Ltd,44
2019-10-01,General Motors India Pvt Ltd,36
2020-01-01,General Motors India Pvt Ltd,861
2020-04-01,General Motors India Pvt Ltd,240
2020-07-01,General Motors India Pvt Ltd,159
2020-10-01,General Motors India Pvt Ltd,351
2021-01-01,General Motors India Pvt Ltd,80
2021-04-01,General Motors India Pvt Ltd,62
2021-07-01,General Motors India Pvt Ltd,52
2021-10-01,General Motors India Pvt Ltd,43
2022-01-01,General Motors India Pvt Ltd,30
2022-04-01,General Motors India Pvt Ltd,35
2022-07-01,General Motors India Pvt Ltd,43
2022-10-01,General Motors India Pvt Ltd,11
2023-01-01,General Motors India Pvt Ltd,3
2023-04-01,General Motors India Pvt Ltd,6
2023-07-01,General Motors India Pvt Ltd,12
2023-10-01,General Motors India Pvt Ltd,9
2024-01-01,General Motors India Pvt Ltd,13
2024-04-01,General Motors India Pvt Ltd,2
2019-10-01,Geo Alliance,1
2020-01-01,Geo Alliance,60
2020-04-01,Geo Alliance,22
2020-07-01,Geo Alliance,20
2020-10-01,Geo Alliance,19
2021-01-01,Geo Alliance,22
2021-04-01,Geo Alliance,8
2019-04-01,Gian Agro Industries,1
2022-01-01,Gian Agro Industries,26
2022-04-01,Gian Agro Industries,15
2022-07-01,Gian Agro Industries,42
2022-10-01,Gian Agro Industries,20
2023-01-01,Gian Agro Industries,9
2023-04-01,Gian Agro Industries,24
2023-07-01,Gian Agro Industries,6
2023-10-01,Gian Agro Industries,9
2024-01-01,Gian Agro Industries,8
2024-04-01,Gian Agro Industries,4
2019-01-01,Gill Agriculture Works,17
2019-04-01,Gill Agriculture Works,24
2019-07-01,Gill Agriculture Works,17
2019-10-01,Gill Agriculture Works,19
2020-01-01,Gill Agriculture Works,481
2020-04-01,Gill Agriculture Works,32
2020-07-01,Gill Agriculture Works,219
2020-10-01,Gill Agriculture Works,119
2021-01-01,Gill Agriculture Works,186
2021-04-01,Gill Agriculture Works,70
2021-07-01,Gill Agriculture Works,290
2021-10-01,Gill Agriculture Works,60
2022-01-01,Gill Agriculture Works,106
2022-04-01,Gill Agriculture Works,111
2022-07-01,Gill Agriculture Works,51
2022-10-01,Gill Agriculture Works,36
2023-01-01,Gill Agriculture Works,52
2023-04-01,Gill Agriculture Works,60
2023-07-01,Gill Agriculture Works,3
2023-10-01,Gill Agriculture Works,18
2024-01-01,Gill Agriculture Works,37
2024-04-01,Gill Agriculture Works,18
2021-01-01,Gill Agrotech,10
2021-07-01,Gill Agrotech,20
2021-10-01,Gill Agrotech,34
2022-01-01,Gill Agrotech,95
2022-04-01,Gill Agrotech,87
2022-07-01,Gill Agrotech,49
2022-10-01,Gill Agrotech,44
2023-01-01,Gill Agrotech,24
2023-04-01,Gill Agrotech,27
2024-01-01,Gill Agrotech,6
2024-04-01,Gill Agrotech,12
2021-01-01,Gill Mechanical Works,3
2021-07-01,Gill Mechanical Works,24
2022-01-01,Gill Mechanical Works,10
2022-04-01,Gill Mechanical Works,7
2022-07-01,Gill Mechanical Works,6
2023-04-01,Gill Mechanical Works,3
2024-01-01,Gill Mechanical Works,4
2024-04-01,Gill Mechanical Works,2
2019-01-01,Gill Preet Agro Industries,1
2019-04-01,Gill Preet Agro Industries,3
2019-10-01,Gill Preet Agro Industries,2
2020-01-01,Gill Preet Agro Industries,20
2020-04-01,Gill Preet Agro Industries,1
2020-07-01,Gill Preet Agro Industries,59
2021-01-01,Gill Preet Agro Industries,9
2021-04-01,Gill Preet Agro Industries,24
2021-07-01,Gill Preet Agro Industries,28
2021-10-01,Gill Preet Agro Industries,8
2022-01-01,Gill Preet Agro Industries,7
2022-04-01,Gill Preet Agro Industries,6
2022-07-01,Gill Preet Agro Industries,8
2023-04-01,Gill Preet Agro Industries,3
2019-01-01,Gillpreet Agro Industries Ltd,6
2019-04-01,Gillpreet Agro Industries Ltd,4
2019-07-01,Gillpreet Agro Industries Ltd,9
2019-10-01,Gillpreet Agro Industries Ltd,9
2020-01-01,Gillpreetagro Industries,160
2020-04-01,Gillpreetagro Industries,4
2020-07-01,Gillpreetagro Industries,20
2020-10-01,Gillpreetagro Industries,191
2021-01-01,Gillpreetagro Industries,150
2021-04-01,Gillpreetagro Industries,104
2021-07-01,Gillpreetagro Industries,74
2021-10-01,Gillpreetagro Industries,27
2022-01-01,Gillpreetagro Industries,114
2022-04-01,Gillpreetagro Industries,47
2022-07-01,Gillpreetagro Industries,18
2022-10-01,Gillpreetagro Industries,23
2023-01-01,Gillpreetagro Industries,12
2023-04-01,Gillpreetagro Industries,48
2023-07-01,Gillpreetagro Industries,12
2023-10-01,Gillpreetagro Industries,27
2024-01-01,Gillpreetagro Industries,8
2024-04-01,Gillpreetagro Industries,13
2019-01-01,Gkon Electric Motor Vehicles Pvt Ltd,92
2019-04-01,Gkon Electric Motor Vehicles Pvt Ltd,64
2019-07-01,Gkon Electric Motor Vehicles Pvt Ltd,171
2019-10-01,Gkon Electric Motor Vehicles Pvt Ltd,152
2020-01-01,Gkon Electric Motor Vehicles Pvt Ltd,1940
2020-04-01,Gkon Electric Motor Vehicles Pvt Ltd,293
2020-07-01,Gkon Electric Motor Vehicles Pvt Ltd,992
2020-10-01,Gkon Electric Motor Vehicles Pvt Ltd,1519
2021-01-01,Gkon Electric Motor Vehicles Pvt Ltd,814
2021-04-01,Gkon Electric Motor Vehicles Pvt Ltd,307
2021-07-01,Gkon Electric Motor Vehicles Pvt Ltd,580
2021-10-01,Gkon Electric Motor Vehicles Pvt Ltd,1021
2022-01-01,Gkon Electric Motor Vehicles Pvt Ltd,680
2022-04-01,Gkon Electric Motor Vehicles Pvt Ltd,1299
2022-07-01,Gkon Electric Motor Vehicles Pvt Ltd,1738
2022-10-01,Gkon Electric Motor Vehicles Pvt Ltd,1575
2023-01-01,Gkon Electric Motor Vehicles Pvt Ltd,522
2023-04-01,Gkon Electric Motor Vehicles Pvt Ltd,492
2023-07-01,Gkon Electric Motor Vehicles Pvt Ltd,586
2023-10-01,Gkon Electric Motor Vehicles Pvt Ltd,557
2024-01-01,Gkon Electric Motor Vehicles Pvt Ltd,298
2024-04-01,Gkon Electric Motor Vehicles Pvt Ltd,141
2019-01-01,Global Automobiles Pvt Ltd,5
2019-04-01,Global Automobiles Pvt Ltd,12
2019-07-01,Global Automobiles Pvt Ltd,6
2019-10-01,Global Automobiles Pvt Ltd,5
2019-01-01,Gmt Auto Engineering Company,1
2021-01-01,Go Green Eot (Energy Of Things) Pvt Ltd,9
2021-10-01,Go Green Eot (Energy Of Things) Pvt Ltd,54
2022-01-01,Go Green Eot (Energy Of Things) Pvt Ltd,33
2022-04-01,Go Green Eot (Energy Of Things) Pvt Ltd,6
2022-07-01,Go Green Eot (Energy Of Things) Pvt Ltd,8
2023-01-01,Go Green Eot (Energy Of Things) Pvt Ltd,3
2023-07-01,Go Green Eot (Energy Of Things) Pvt Ltd,30
2021-01-01,Gobind Agro Industries,31
2021-07-01,Gobind Agro Industries,128
2021-10-01,Gobind Agro Industries,29
2022-01-01,Gobind Agro Industries,152
2022-04-01,Gobind Agro Industries,91
2022-07-01,Gobind Agro Industries,98
2022-10-01,Gobind Agro Industries,160
2023-01-01,Gobind Agro Industries,90
2023-04-01,Gobind Agro Industries,117
2023-10-01,Gobind Agro Industries,37
2024-01-01,Gobind Agro Industries,75
2024-04-01,Gobind Agro Industries,10
2019-01-01,Gobind Industries Pvt Ltd,2
2019-04-01,Gobind Industries Pvt Ltd,4
2019-07-01,Gobind Industries Pvt Ltd,6
2019-10-01,Gobind Industries Pvt Ltd,9
2020-01-01,Gobind Industries Pvt Ltd,60
2022-07-01,Gobind Industries Pvt Ltd,36
2022-10-01,Gobind Industries Pvt Ltd,38
2023-01-01,Gobind Industries Pvt Ltd,3
2023-07-01,Gobind Industries Pvt Ltd,12
2024-01-01,Gobind Industries Pvt Ltd,6
2024-04-01,Gobind Industries Pvt Ltd,4
2021-01-01,Gobind Motor Garage,1
2021-10-01,Gobind Motor Garage,6
2022-07-01,Gobind Motor Garage,180
2023-01-01,Gobind Motor Garage,3
2024-01-01,Gobind Motor Garage,6
2024-04-01,Gobind Motor Garage,2
2023-01-01,Godawari Electric Motors Pvt Ltd,27
2023-04-01,Godawari Electric Motors Pvt Ltd,46
2023-07-01,Godawari Electric Motors Pvt Ltd,116
2023-10-01,Godawari Electric Motors Pvt Ltd,638
2024-01-01,Godawari Electric Motors Pvt Ltd,308
2024-04-01,Godawari Electric Motors Pvt Ltd,245
2019-04-01,Godawari Techno Solutions Pvt Ltd,19
2019-07-01,Godawari Techno Solutions Pvt Ltd,39
2019-10-01,Godawari Techno Solutions Pvt Ltd,35
2020-01-01,Godawari Techno Solutions Pvt Ltd,453
2020-04-01,Godawari Techno Solutions Pvt Ltd,26
2020-07-01,Godawari Techno Solutions Pvt Ltd,142
2020-10-01,Godawari Techno Solutions Pvt Ltd,364
2021-01-01,Godawari Techno Solutions Pvt Ltd,172
2021-04-01,Godawari Techno Solutions Pvt Ltd,37
2021-07-01,Godawari Techno Solutions Pvt Ltd,57
2021-10-01,Godawari Techno Solutions Pvt Ltd,164
2022-01-01,Godawari Techno Solutions Pvt Ltd,247
2022-04-01,Godawari Techno Solutions Pvt Ltd,118
2022-07-01,Godawari Techno Solutions Pvt Ltd,132
2022-10-01,Godawari Techno Solutions Pvt Ltd,100
2023-01-01,Godawari Techno Solutions Pvt Ltd,71
2023-04-01,Godawari Techno Solutions Pvt Ltd,104
2023-07-01,Godawari Techno Solutions Pvt Ltd,76
2023-10-01,Godawari Techno Solutions Pvt Ltd,44
2024-01-01,Godawari Techno Solutions Pvt Ltd,36
2024-04-01,Godawari Techno Solutions Pvt Ltd,36
2019-01-01,Godrej & Boyce Mfg. Co. Ltd,69
2019-04-01,Godrej & Boyce Mfg. Co. Ltd,53
2019-07-01,Godrej & Boyce Mfg. Co. Ltd,40
2019-10-01,Godrej & Boyce Mfg. Co. Ltd,51
2020-01-01,Godrej & Boyce Mfg. Co. Ltd,1002
2020-04-01,Godrej & Boyce Mfg. Co. Ltd,180
2020-07-01,Godrej & Boyce Mfg. Co. Ltd,692
2020-10-01,Godrej & Boyce Mfg. Co. Ltd,868
2021-01-01,Godrej & Boyce Mfg. Co. Ltd,421
2021-04-01,Godrej & Boyce Mfg. Co. Ltd,288
2021-07-01,Godrej & Boyce Mfg. Co. Ltd,282
2021-10-01,Godrej & Boyce Mfg. Co. Ltd,227
2022-01-01,Godrej & Boyce Mfg. Co. Ltd,423
2022-04-01,Godrej & Boyce Mfg. Co. Ltd,287
2022-07-01,Godrej & Boyce Mfg. Co. Ltd,234
2022-10-01,Godrej & Boyce Mfg. Co. Ltd,304
2023-01-01,Godrej & Boyce Mfg. Co. Ltd,160
2023-04-01,Godrej & Boyce Mfg. Co. Ltd,211
2023-07-01,Godrej & Boyce Mfg. Co. Ltd,160
2023-10-01,Godrej & Boyce Mfg. Co. Ltd,156
2024-01-01,Godrej & Boyce Mfg. Co. Ltd,132
2024-04-01,Godrej & Boyce Mfg. Co. Ltd,112
2019-01-01,Godrej And Boyce Mfg Co Ltd,9
2019-04-01,Godrej And Boyce Mfg Co Ltd,5
2019-07-01,Godrej And Boyce Mfg Co Ltd,1
2019-10-01,Godrej And Boyce Mfg Co Ltd,5
2020-01-01,Godrej And Boyce Mfg Co Ltd,120
2020-04-01,Godrej And Boyce Mfg Co Ltd,4
2020-07-01,Godrej And Boyce Mfg Co Ltd,175
2020-10-01,Godrej And Boyce Mfg Co Ltd,41
2021-01-01,Godrej And Boyce Mfg Co Ltd,40
2021-04-01,Godrej And Boyce Mfg Co Ltd,19
2021-07-01,Godrej And Boyce Mfg Co Ltd,24
2021-10-01,Godrej And Boyce Mfg Co Ltd,5
2022-01-01,Godrej And Boyce Mfg Co Ltd,24
2022-04-01,Godrej And Boyce Mfg Co Ltd,6
2022-07-01,Godrej And Boyce Mfg Co Ltd,2
2023-01-01,Godrej And Boyce Mfg Co Ltd,6
2023-04-01,Godrej And Boyce Mfg Co Ltd,21
2023-07-01,Godrej And Boyce Mfg Co Ltd,3
2023-10-01,Godrej And Boyce Mfg Co Ltd,21
2024-01-01,Godrej And Boyce Mfg Co Ltd,2
2019-01-01,Goenka Electric Motor Veh P L,1
2021-01-01,Goenka Electric Motor Veh P L,7
2021-04-01,Goenka Electric Motor Veh P L,1
2019-01-01,Goenka Electric Motor Vehicles Pvt Ltd,118
2019-04-01,Goenka Electric Motor Vehicles Pvt Ltd,113
2019-07-01,Goenka Electric Motor Vehicles Pvt Ltd,149
2019-10-01,Goenka Electric Motor Vehicles Pvt Ltd,196
2020-01-01,Goenka Electric Motor Vehicles Pvt Ltd,5822
2020-04-01,Goenka Electric Motor Vehicles Pvt Ltd,1579
2020-07-01,Goenka Electric Motor Vehicles Pvt Ltd,3590
2020-10-01,Goenka Electric Motor Vehicles Pvt Ltd,5378
2021-01-01,Goenka Electric Motor Vehicles Pvt Ltd,2381
2021-04-01,Goenka Electric Motor Vehicles Pvt Ltd,755
2021-07-01,Goenka Electric Motor Vehicles Pvt Ltd,893
2021-10-01,Goenka Electric Motor Vehicles Pvt Ltd,1177
2022-01-01,Goenka Electric Motor Vehicles Pvt Ltd,907
2022-04-01,Goenka Electric Motor Vehicles Pvt Ltd,683
2022-07-01,Goenka Electric Motor Vehicles Pvt Ltd,765
2022-10-01,Goenka Electric Motor Vehicles Pvt Ltd,1536
2023-01-01,Goenka Electric Motor Vehicles Pvt Ltd,507
2023-04-01,Goenka Electric Motor Vehicles Pvt Ltd,451
2023-07-01,Goenka Electric Motor Vehicles Pvt Ltd,266
2023-10-01,Goenka Electric Motor Vehicles Pvt Ltd,154
2024-01-01,Goenka Electric Motor Vehicles Pvt Ltd,40
2024-04-01,Goenka Electric Motor Vehicles Pvt Ltd,26
2023-04-01,Gogoro (Importer: Gogoro India Private Ltd),213
2023-10-01,Gogoro India Pvt Ltd,54
2024-01-01,Gogoro India Pvt Ltd,20
2024-04-01,Gogoro India Pvt Ltd,70
2021-01-01,Gold Hofer,42
2022-01-01,Gold Hofer,6
2022-04-01,Gold Hofer,27
2022-07-01,Gold Hofer,4
2022-10-01,Gold Hofer,6
2023-01-01,Gold Hofer,21
2023-04-01,Gold Hofer,4
2023-10-01,Gold Hofer,24
2023-07-01,Goldenlion (Importer:Ellysium Automotives Pvt Ltd),3
2023-04-01,Goldhofer India Llp,12
2023-07-01,Goldhofer India Llp,21
2024-01-01,Goldhofer India Llp,8
2021-01-01,Good Luck Vehicle Industry Pvt Ltd,7
2020-01-01,Good Will Hi Precision,20
2019-01-01,Goodwill Hi Precision Works Pvt Ltd,11
2019-04-01,Goodwill Hi Precision Works Pvt Ltd,5
2019-07-01,Goodwill Hi Precision Works Pvt Ltd,14
2019-10-01,Goodwill Hi Precision Works Pvt Ltd,11
2020-01-01,Goodwill Hi Precision Works Pvt Ltd,300
2020-04-01,Goodwill Hi Precision Works Pvt Ltd,42
2020-10-01,Goodwill Hi Precision Works Pvt Ltd,38
2021-01-01,Goodwill Hi Precision Works Pvt Ltd,21
2021-04-01,Goodwill Hi Precision Works Pvt Ltd,1
2021-07-01,Goodwill Hi Precision Works Pvt Ltd,8
2021-10-01,Goodwill Hi Precision Works Pvt Ltd,42
2022-01-01,Goodwill Hi Precision Works Pvt Ltd,58
2022-04-01,Goodwill Hi Precision Works Pvt Ltd,43
2022-07-01,Goodwill Hi Precision Works Pvt Ltd,42
2021-01-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",63
2021-04-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",39
2021-07-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",44
2021-10-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",36
2022-01-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",12
2022-04-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",18
2022-07-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",172
2022-10-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",5
2023-01-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",3
2023-04-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",3
2023-07-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",9
2024-01-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",2
2024-04-01,"Gopal Agro Agency,Haladiapadar,Berhampur,Ganjam",2
2019-07-01,Gopal Agrotech,1
2019-10-01,Gopal Agrotech,3
2020-01-01,Gopal Agrotech,40
2020-07-01,Gopal Agrotech,19
2019-01-01,Gopal Auto Motors Pvt Ltd,91
2019-04-01,Gopal Auto Motors Pvt Ltd,36
2019-07-01,Gopal Auto Motors Pvt Ltd,70
2019-10-01,Gopal Auto Motors Pvt Ltd,92
2020-01-01,Gopal Auto Motors Pvt Ltd,1560
2020-04-01,Gopal Auto Motors Pvt Ltd,456
2020-07-01,Gopal Auto Motors Pvt Ltd,1447
2020-10-01,Gopal Auto Motors Pvt Ltd,2385
2021-01-01,Gopal Auto Motors Pvt Ltd,1283
2021-04-01,Gopal Auto Motors Pvt Ltd,318
